3.41,5.4132
6.41,5.0982
6.41,4.6782
6.41,4.3729
3.41,4.3925
3.41,4.5903
3.41,4.9199
6.41,5.0176
6.41,4.8589
6.41,4.6757
6.41,4.6196
6.41,4.8345
6.41,5.0909
6.41,5.3766
6.41,5.6818
6.41,5.8235
6.41,5.9529
6.41,6.0628
6.41,6.0897
6.41,6.075
3.41,6.0262
6.41,5.9944
6.41,6.0775
6.41,5.8577
6.41,5.7014
6.41,5.7307
3.41,5.7844
3.41,5.8235
3.41,5.8943
3.41,5.7624
3.41,5.4157
6.41,4.9615
6.41,4.5952
6.41,4.3314
6.41,4.2972
3.41,4.5829
3.41,4.8613
3.41,5.1739
3.41,5.1666
3.41,4.9199
3.41,4.6074
6.41,4.3705
6.41,4.1825
3.41,4.0384
3.41,4.1458
3.41,4.4315
6.41,4.5561
6.41,4.4804
6.41,4.3754
3.41,4.3705
3.41,4.5585
6.41,4.8589
6.41,4.8955
6.41,4.7417
6.41,4.7441
6.41,4.876
6.41,5.1055
6.41,5.2398
6.41,5.5182
6.41,5.6525
6.41,5.7234
6.41,5.8552
6.41,5.9627
6.41,5.9847
6.41,5.9847
6.41,6.0555
3.41,6.0628
3.41,6.0555
3.41,6.0701
6.41,5.7844
6.41,5.4401
6.41,5.0567
6.41,4.9419
6.41,5.0103
6.41,5.1348
3.41,5.3131
3.41,5.4792
3.41,5.6232
3.41,5.5622
3.41,5.3302
3.41,5.0103
3.41,4.666
6.41,4.4145
3.41,4.202
3.41,4.0482
3.41,4.0799
3.41,4.1898
6.41,4.1312
6.41,4.0042
6.41,3.9163
6.41,3.9602
6.41,4.1996
6.41,4.6245
6.41,4.8833
6.41,5.1373
6.41,5.379
3.41,5.6232
3.41,5.7624
6.41,5.8333
6.41,5.6867
6.41,5.3668
6.41,5.2252
6.41,5.2398
6.41,5.3546
6.41,5.5085
6.41,5.5964
6.41,5.7527
3.41,5.8748
3.41,5.9065
3.41,5.8943
6.41,5.7429
6.41,5.4474
3.41,5.025
3.41,4.8833
3.41,4.8858
3.41,4.8931
3.41,4.7148
3.41,4.4511
3.41,4.2337
3.41,4.0433
3.41,3.865
3.41,3.7576
3.41,3.6696
3.41,3.5939
3.41,3.5475
3.41,3.506
3.41,3.4547
3.41,3.3986
6.41,3.3619
3.41,3.34
3.41,3.3742
3.41,3.5207
3.41,3.7136
6.41,3.7576
3.41,3.7795
3.41,3.6965
3.41,3.7771
6.41,3.887
6.41,3.9041
3.41,3.8503
6.41,3.9651
6.41,4.2826
6.41,4.5219
6.41,4.7148
6.41,4.9712
6.41,5.2203
6.41,5.5329
6.41,5.6525
6.41,5.782
6.41,5.9554
6.41,6.0359
6.41,6.119
6.41,6.1336
6.41,6.1532
3.41,6.1922
3.41,6.1434
6.41,6.1678
6.41,5.992
3.41,5.6525
3.41,5.4596
3.41,5.4376
3.41,5.34
3.41,5.0982
3.41,4.7856
3.41,4.4926
3.41,4.2362
3.41,4.0677
3.41,3.9334
3.41,3.8235
3.41,3.7307
3.41,3.611
3.41,3.5646
3.41,3.55
6.41,3.5573
6.41,3.5134
6.41,3.5158
3.41,3.6941
3.41,4.0726
3.41,4.4804
3.41,4.705
3.41,4.6123
3.41,4.3851
3.41,4.202
3.41,4.0262
6.41,3.9041
6.41,3.7746
6.41,3.6916
6.41,3.8455
6.41,4.202
6.41,4.5854
6.41,4.9029
6.41,5.2569
6.41,5.5109
6.41,5.6403
3.41,5.843
3.41,5.9749
3.41,5.9358
3.41,5.821
3.41,5.528
6.41,5.1715
6.41,4.8101
6.41,4.4535
6.41,4.3803
6.41,4.5659
6.41,4.8052
6.41,5.1251
6.41,5.3546
6.41,5.5891
3.41,5.7649
6.41,5.9236
3.41,5.9407
3.41,5.8577
3.41,5.6941
3.41,5.4865
3.41,5.1495
3.41,4.8442
3.41,4.5414
3.41,4.2679
3.41,4.0604
3.41,3.9602
3.41,3.7893
3.41,3.6428
3.41,3.5256
3.41,3.4987
3.41,3.4547
3.41,3.4083
3.41,3.379
3.41,3.3766
3.41,3.3619
6.41,3.3595
6.41,3.3693
6.41,3.3986
3.41,3.5793
3.41,3.948
3.41,4.412
3.41,4.5854
3.41,4.5146
6.41,4.3436
6.41,4.1556
3.41,3.9847
3.41,4.0433
3.41,4.307
3.41,4.4218
3.41,4.3534
3.41,4.224
3.41,4.053
3.41,3.9407
3.41,3.8381
3.41,3.7307
3.41,3.6525
3.41,3.611
3.41,3.5646
3.41,3.4963
3.41,3.4621
3.41,3.4547
6.41,3.4254
6.41,3.379
6.41,3.4328
6.41,3.6232
6.41,3.9749
6.41,4.3803
6.41,4.7148
6.41,5.0738
3.41,5.3693
3.41,5.6037
3.41,5.7453
3.41,5.6525
3.41,5.401
3.41,5.0152
6.41,4.7099
3.41,4.4169
3.41,4.2362
6.41,4.2362
6.41,4.2484
6.41,4.2215
6.41,4.2972
6.41,4.5903
3.41,4.8931
6.41,5.1348
6.41,5.4279
6.41,5.379
6.41,5.3644
6.41,5.4523
6.41,5.5671
6.41,5.6721
6.41,5.7698
6.41,5.8308
6.41,5.9236
6.41,5.9651
6.41,6.0579
6.41,6.0506
3.41,6.0726
6.41,6.1116
6.41,6.0701
6.41,5.8967
6.41,5.7551
6.41,5.7185
3.41,5.821
3.41,6.0018
3.41,6.0018
3.41,5.9016
3.41,5.5573
3.41,5.1739
3.41,4.8003
3.41,4.4315
3.41,4.1947
3.41,4.0066
3.41,3.8503
3.41,3.7478
3.41,3.6428
3.41,3.5915
3.41,3.5695
3.41,3.528
3.41,3.5378
3.41,3.5549
3.41,3.4938
3.41,3.4474
3.41,3.4401
6.41,3.4083
6.41,3.4108
6.41,3.4523
6.41,3.6818
6.41,4.0604
6.41,4.4413
6.41,4.854
3.41,5.1544
3.41,5.4254
3.41,5.5964
6.41,5.5866
3.41,5.3546
3.41,5.0274
3.41,4.8638
6.41,4.7612
6.41,4.5707
6.41,4.3681
6.41,4.3974
6.41,4.5732
6.41,4.8418
6.41,5.2032
6.41,5.4523
6.41,5.6525
3.41,5.8552
6.41,5.9065
6.41,5.9529
6.41,5.8284
6.41,5.7917
6.41,5.7991
3.41,5.8137
3.41,5.8772
3.41,5.9554
3.41,5.782
3.41,5.5182
3.41,5.1275
3.41,4.7637
3.41,4.4926
3.41,4.2337
3.41,4.0115
6.41,3.8552
6.41,3.6916
6.41,3.6355
6.41,3.8186
3.41,4.1556
3.41,4.5903
3.41,4.9883
3.41,5.0762
3.41,4.9077
6.41,4.6489
6.41,4.3778
6.41,4.2166
6.41,4.2875
6.41,4.5903
6.41,4.8467
6.41,5.1397
6.41,5.3888
6.41,5.6892
6.41,5.8845
6.41,6.0433
6.41,6.1703
3.41,6.2118
3.41,6.2508
6.41,6.2093
6.41,6.014
6.41,5.7014
6.41,5.4694
6.41,5.4792
6.41,5.5573
3.41,5.7282
3.41,5.8821
6.41,5.9847
6.41,5.9016
6.41,5.5817
6.41,5.3717
6.41,5.4181
3.41,5.5109
3.41,5.6672
3.41,5.7917
6.41,5.6989
6.41,5.484
6.41,5.1544
6.41,4.981
6.41,5.0616
6.41,5.1959
6.41,5.3595
6.41,5.6159
3.41,5.7624
6.41,5.8577
3.41,5.948
3.41,5.8357
6.41,5.7063
6.41,5.4987
6.41,5.1886
6.41,5.1177
3.41,5.191
6.41,5.3155
3.41,5.5329
3.41,5.445
3.41,5.3961
6.41,5.274
3.41,5.0274
3.41,4.7441
3.41,4.6684
6.41,4.6513
3.41,4.5146
3.41,4.2679
6.41,4.2606
6.41,4.263
6.41,4.1898
6.41,4.2777
6.41,4.6
6.41,4.9322
6.41,5.2838
6.41,5.528
6.41,5.7405
3.41,5.8748
3.41,5.9554
3.41,5.992
3.41,5.8455
3.41,5.528
6.41,5.0616
6.41,4.7344
3.41,4.5341
3.41,4.5341
6.41,4.6977
6.41,4.7441
6.41,4.6196
6.41,4.644
6.41,4.832
3.41,5.1324
3.41,5.4108
3.41,5.6257
3.41,5.6037
3.41,5.3155
3.41,4.9615
3.41,4.6196
3.41,4.3583
3.41,4.1556
3.41,4.0335
3.41,3.887
3.41,3.7722
3.41,3.6403
3.41,3.5329
3.41,3.4352
6.41,3.4279
6.41,3.423
6.41,3.3986
6.41,3.6037
3.41,4.0237
3.41,4.4511
3.41,4.793
3.41,4.9029
3.41,4.7808
6.41,4.5903
6.41,4.3363
6.41,4.1458
6.41,4.2166
6.41,4.434
6.41,4.7148
6.41,5.0982
6.41,5.3595
6.41,5.5695
3.41,5.7722
3.41,5.9212
6.41,6.0555
6.41,5.9627
6.41,5.6428
6.41,5.4352
3.41,5.3888
6.41,5.5378
6.41,5.6818
6.41,5.7014
6.41,5.6159
6.41,5.6672
6.41,5.7405
6.41,5.8039
6.41,5.8821
6.41,5.9505
6.41,6.0726
6.41,6.1483
6.41,6.1165
3.41,6.1776
3.41,6.202
3.41,6.2069
6.41,5.992
6.41,5.5646
6.41,5.1788
6.41,4.9981
6.41,5.0518
6.41,5.2325
6.41,5.484
6.41,5.6867
6.41,5.8992
6.41,5.8699
6.41,5.9773
6.41,6.053
6.41,6.0799
6.41,6.1287
6.41,6.0799
3.41,6.1678
3.41,6.1947
3.41,6.2362
3.41,6.053
3.41,5.6525
6.41,5.274
6.41,4.8589
6.41,4.5341
6.41,4.456
3.41,4.6196
3.41,4.8662
6.41,5.1177
6.41,5.1666
6.41,5.0567
6.41,5.003
3.41,5.0982
3.41,5.3253
3.41,5.5671
6.41,5.467
6.41,5.2521
6.41,4.9468
6.41,4.8809
6.41,4.981
6.41,5.2252
6.41,5.4596
6.41,5.7234
3.41,5.7917
3.41,5.9065
3.41,5.992
3.41,5.8357
3.41,5.528
3.41,5.1422
3.41,4.7759
3.41,4.4902
3.41,4.2362
3.41,4.0237
6.41,3.887
6.41,3.7527
6.41,3.6818
6.41,3.8064
6.41,4.1458
6.41,4.6
3.41,5.003
6.41,5.3033
6.41,5.5524
6.41,5.6159
6.41,5.5231
6.41,5.611
6.41,5.7136
6.41,5.8455
6.41,5.8992
6.41,5.9944
6.41,6.0921
6.41,6.0921
6.41,6.1434
3.41,6.1532
6.41,6.2337
6.41,6.1873
3.41,6.014
6.41,5.8357
3.41,5.7746
3.41,5.6867
3.41,5.5378
3.41,5.3278
3.41,5.0543
3.41,4.7002
3.41,4.3949
3.41,4.18
3.41,4.0433
6.41,3.8772
6.41,3.7527
3.41,3.7282
3.41,3.8699
6.41,4.2069
3.41,4.3558
3.41,4.4267
3.41,4.4535
3.41,4.5219
3.41,4.3925
6.41,4.1556
6.41,3.9651
3.41,3.8772
3.41,3.97
3.41,4.2582
6.41,4.4218
6.41,4.3363
3.41,4.2997
3.41,4.3925
3.41,4.6757
3.41,4.7612
3.41,4.6587
3.41,4.4902
6.41,4.307
6.41,4.1263
6.41,3.9724
6.41,4.0775
3.41,4.3729
3.41,4.7417
3.41,5.0884
3.41,5.1861
6.41,5.0372
6.41,4.7856
3.41,4.5634
3.41,4.5341
3.41,4.705
3.41,4.7417
3.41,4.6489
3.41,4.4315
3.41,4.2386
3.41,4.0652
3.41,3.9431
6.41,3.8113
6.41,3.6916
3.41,3.6525
3.41,3.8259
3.41,4.224
3.41,4.4242
3.41,4.4291
3.41,4.3192
3.41,4.1385
3.41,3.9651
3.41,3.887
6.41,3.8015
6.41,3.7014
6.41,3.6403
6.41,3.7673
3.41,4.1507
3.41,4.6489
3.41,4.9908
6.41,5.0884
3.41,5.0225
6.41,4.7832
6.41,4.6855
6.41,4.666
6.41,4.7075
6.41,4.9126
6.41,5.1959
6.41,5.4157
6.41,5.6232
6.41,5.7405
6.41,5.8992
3.41,5.9285
3.41,6.0506
6.41,6.1532
6.41,5.9651
6.41,5.5866
6.41,5.3815
6.41,5.3717
6.41,5.4865
6.41,5.5671
6.41,5.821
6.41,5.9138
6.41,5.9944
3.41,6.0115
6.41,5.9993
6.41,6.0188
6.41,5.821
6.41,5.7282
6.41,5.7405
3.41,5.7649
3.41,5.8821
3.41,5.926
6.41,5.7502
6.41,5.4157
6.41,4.9956
6.41,4.8613
6.41,4.9029
6.41,5.1031
6.41,5.3644
6.41,5.5964
6.41,5.7527
3.41,5.8455
3.41,5.9285
3.41,6.0066
3.41,5.8406
3.41,5.5182
6.41,5.1739
6.41,4.7392
6.41,4.4584
6.41,4.4267
6.41,4.6025
6.41,4.8223
6.41,5.1837
3.41,5.4303
3.41,5.6525
3.41,5.821
3.41,5.7063
3.41,5.3693
3.41,5.0274
3.41,4.705
6.41,4.4145
6.41,4.1458
6.41,3.9651
6.41,4.0335
6.41,4.3729
6.41,4.6831
